transaction_amount,category,vendor_category,daily_tx_count,wallet_balance_pct,monthly_budget_used_pct,category_budget_used_pct,days_elapsed_in_month,spend_velocity,days_remaining_budget,is_weekend,hour_of_day,expenditure_level,duration_risk,behaviour_class
1437,Food,Canteen,4,83.1,76.9,122.1,6,634.0,11.2,0,19,Medium,Safe,Lifestyle
3935,Food,Canteen,7,49.9,92.3,115.5,29,1246.0,2.7,1,7,High,Critical,Lifestyle
3034,Food,Stationery,11,23.3,38.6,128.7,5,776.0,13.4,0,9,Low,Safe,Lifestyle
4460,Food,Pharmacy,3,14.5,110.3,96.8,19,873.0,24.1,0,7,High,Safe,Lifestyle
1198,Study,Canteen,8,75.6,96.6,80.2,20,554.0,3.0,1,17,High,Critical,Lifestyle
2767,Transport,Bookshop,1,89.2,38.1,62.4,1,1974.0,8.3,0,20,Low,Warning,Survival
1507,Transport,Snack_Bar,4,66.8,127.0,41.3,21,1125.0,11.2,1,18,High,Safe,Lifestyle
856,Entertainment,Snack_Bar,8,18.7,89.8,88.0,7,3495.0,3.1,1,16,High,Critical,Lifestyle
2860,Study,Stationery,10,93.8,64.3,134.5,18,3125.0,22.9,1,12,Medium,Safe,Lifestyle
2411,Food,Snack_Bar,4,99.0,28.9,93.2,27,2506.0,23.6,0,14,Low,Safe,Survival
2109,Food,Canteen,2,46.2,74.0,138.7,28,2212.0,25.1,1,20,Medium,Safe,Lifestyle
3930,Other,Snack_Bar,2,61.5,29.8,60.0,8,1396.0,17.5,0,8,Low,Safe,Survival
2246,Other,Canteen,4,78.8,61.5,107.3,12,2162.0,15.2,1,15,Medium,Safe,Survival
3362,Entertainment,Canteen,4,75.0,59.0,100.8,10,2744.0,7.9,1,13,Medium,Warning,Survival
1340,Food,Pharmacy,2,96.9,96.4,103.9,6,3238.0,19.7,1,11,High,Safe,Lifestyle
466,Entertainment,Stationery,7,15.9,33.1,100.3,26,786.0,13.3,0,19,Low,Safe,Leakage
2045,Study,Bookshop,6,60.2,108.6,41.0,16,2980.0,29.1,1,11,High,Safe,Lifestyle
1908,Transport,Canteen,11,70.7,49.1,30.1,30,3100.0,29.0,1,14,Low,Safe,Survival
3830,Food,Stationery,3,89.6,63.3,147.0,19,2456.0,27.2,0,14,Medium,Safe,Lifestyle
3411,Study,Bookshop,8,88.0,102.7,16.3,18,1250.0,10.8,1,21,High,Safe,Lifestyle
2493,Food,Snack_Bar,8,97.9,85.0,75.5,24,2387.0,11.0,1,18,Medium,Safe,Survival
3932,Other,Stationery,1,53.6,47.0,69.5,13,2259.0,25.6,1,18,Low,Safe,Survival
4029,Entertainment,Stationery,3,83.9,56.3,60.4,20,2165.0,21.9,0,17,Medium,Safe,Survival
1710,Other,Stationery,5,45.6,46.7,119.5,7,2112.0,21.1,1,7,Low,Safe,Lifestyle
675,Transport,Snack_Bar,2,45.1,81.4,114.3,7,888.0,8.4,0,9,Medium,Warning,Survival
1176,Other,Snack_Bar,5,29.1,49.9,136.7,16,1140.0,25.0,0,12,Low,Safe,Lifestyle
1407,Food,Stationery,11,82.7,97.1,65.4,30,841.0,17.4,0,8,High,Safe,Lifestyle
2160,Other,Pharmacy,10,98.7,79.6,89.0,26,1349.0,13.4,1,16,Medium,Safe,Survival
757,Food,Canteen,3,29.4,27.5,134.9,25,1422.0,26.0,1,19,Low,Safe,Lifestyle
1082,Transport,Snack_Bar,9,10.3,47.2,149.1,10,1358.0,11.8,0,22,Low,Safe,Lifestyle
2394,Other,Pharmacy,11,82.5,36.6,145.7,15,1238.0,19.6,0,10,Low,Safe,Lifestyle
4961,Entertainment,Snack_Bar,1,63.9,56.8,110.5,14,3074.0,14.0,0,19,Medium,Safe,Survival
2867,Entertainment,Stationery,4,96.2,71.9,30.1,24,3365.0,17.8,1,12,Medium,Safe,Survival
4877,Entertainment,Pharmacy,10,29.0,70.8,13.2,12,1645.0,1.2,1,17,Medium,Critical,Survival
4990,Other,Bookshop,6,11.7,100.5,125.5,29,1568.0,13.8,1,22,High,Safe,Lifestyle
1810,Other,Canteen,9,51.8,32.7,127.7,15,3454.0,16.7,0,6,Low,Safe,Lifestyle
3688,Other,Canteen,3,13.1,123.6,114.5,8,2684.0,14.8,0,16,High,Safe,Lifestyle
2654,Food,Snack_Bar,3,29.9,51.1,49.2,7,1527.0,25.4,0,9,Medium,Safe,Survival
4694,Transport,Canteen,5,17.0,46.0,99.6,26,2998.0,9.3,1,17,Low,Warning,Survival
2146,Entertainment,Bookshop,7,26.3,92.2,54.3,21,1706.0,26.5,1,10,High,Safe,Lifestyle
4999,Food,Pharmacy,5,15.1,106.7,73.1,9,2553.0,12.1,1,20,High,Safe,Lifestyle
3008,Entertainment,Pharmacy,11,95.6,55.4,63.5,14,3974.0,20.8,0,8,Medium,Safe,Survival
4025,Food,Stationery,8,31.5,99.6,137.9,28,1556.0,2.6,1,20,High,Critical,Lifestyle
3736,Other,Pharmacy,5,47.2,116.0,42.8,27,3757.0,6.0,1,13,High,Warning,Lifestyle
4002,Entertainment,Snack_Bar,7,90.4,102.0,90.9,7,1622.0,22.8,0,16,High,Safe,Lifestyle
4377,Other,Bookshop,6,69.3,14.1,60.5,12,2391.0,0.4,1,17,Low,Critical,Survival
4899,Entertainment,Stationery,10,63.7,109.3,102.8,14,2110.0,29.1,1,8,High,Safe,Lifestyle
2170,Study,Snack_Bar,2,72.0,102.9,89.0,11,3241.0,5.7,1,11,High,Warning,Lifestyle
4022,Food,Snack_Bar,3,83.7,90.3,139.4,19,714.0,27.0,1,13,High,Safe,Lifestyle
3019,Study,Snack_Bar,11,88.4,101.2,24.2,28,2695.0,15.5,0,12,High,Safe,Lifestyle
1102,Food,Canteen,11,66.1,127.5,40.9,6,3162.0,16.9,0,22,High,Safe,Lifestyle
564,Transport,Snack_Bar,4,89.6,61.7,117.3,3,2153.0,2.5,0,21,Medium,Critical,Lifestyle
4458,Entertainment,Canteen,5,55.9,18.1,61.6,6,869.0,11.0,0,22,Low,Safe,Survival
3319,Transport,Pharmacy,9,31.3,65.3,33.2,29,1357.0,4.7,1,18,Medium,Warning,Survival
2758,Transport,Canteen,6,88.6,15.6,80.5,24,2879.0,15.8,0,9,Low,Safe,Survival
2063,Food,Snack_Bar,1,56.4,45.3,101.3,9,3634.0,16.5,0,15,Low,Safe,Survival
315,Study,Bookshop,3,91.1,80.4,16.3,2,1976.0,21.3,0,21,Medium,Safe,Survival
2584,Other,Bookshop,7,8.8,47.2,50.8,6,2461.0,26.3,0,12,Low,Safe,Survival
4135,Food,Pharmacy,8,42.8,92.2,123.3,14,1299.0,14.0,1,18,High,Safe,Lifestyle
2690,Other,Snack_Bar,7,95.0,108.6,82.8,19,1943.0,7.0,0,9,High,Warning,Lifestyle
1142,Transport,Canteen,5,28.7,60.5,15.0,30,1679.0,10.0,1,21,Medium,Warning,Survival
1924,Other,Bookshop,10,94.4,118.0,49.5,30,2794.0,25.4,1,21,High,Safe,Lifestyle
2534,Study,Stationery,8,95.6,19.6,99.5,23,3946.0,4.4,1,14,Low,Warning,Survival
2967,Food,Snack_Bar,9,88.8,110.8,37.9,27,3347.0,18.8,0,7,High,Safe,Lifestyle
1337,Study,Snack_Bar,7,58.5,109.4,125.8,4,1173.0,0.4,1,11,High,Critical,Lifestyle
2727,Study,Stationery,11,66.5,48.6,104.7,14,2522.0,7.4,0,11,Low,Warning,Survival
4317,Food,Bookshop,9,87.6,45.8,76.0,21,732.0,17.7,0,11,Low,Safe,Survival
3620,Study,Stationery,1,78.7,46.6,138.2,10,1364.0,13.7,1,19,Low,Safe,Lifestyle
4978,Entertainment,Pharmacy,9,64.9,107.4,64.9,6,1103.0,14.8,1,16,High,Safe,Lifestyle
4106,Entertainment,Canteen,3,98.3,109.8,42.9,11,1674.0,19.8,1,22,High,Safe,Lifestyle
3837,Entertainment,Canteen,6,70.1,49.6,102.6,13,2876.0,7.0,1,9,Low,Warning,Survival
3153,Other,Bookshop,8,97.7,81.1,90.3,24,2248.0,8.4,1,9,Medium,Warning,Survival
2567,Study,Stationery,3,10.5,26.7,56.9,18,3765.0,20.5,1,21,Low,Safe,Survival
4421,Food,Snack_Bar,4,18.2,66.3,58.1,20,1245.0,16.1,0,13,Medium,Safe,Survival
476,Food,Snack_Bar,7,47.9,129.9,65.7,14,1775.0,0.4,0,6,High,Critical,Leakage
2199,Other,Snack_Bar,7,41.6,29.1,50.8,27,1654.0,20.1,1,9,Low,Safe,Survival
1427,Food,Pharmacy,4,79.4,123.7,109.4,20,1326.0,18.6,0,17,High,Safe,Lifestyle
3952,Entertainment,Pharmacy,9,20.3,108.9,101.2,22,3976.0,2.4,0,7,High,Critical,Lifestyle
3935,Study,Snack_Bar,3,97.7,126.7,71.7,20,1855.0,22.4,0,11,High,Safe,Lifestyle
895,Food,Bookshop,8,34.9,31.5,65.7,11,3792.0,15.7,0,8,Low,Safe,Survival
1509,Food,Pharmacy,8,45.7,35.6,61.1,21,1867.0,6.1,0,8,Low,Warning,Survival
4352,Transport,Pharmacy,4,31.1,12.0,49.7,5,1214.0,16.8,1,6,Low,Safe,Survival
3434,Transport,Canteen,7,60.0,97.0,22.0,8,917.0,17.9,1,14,High,Safe,Lifestyle
4314,Transport,Canteen,4,10.6,87.3,47.5,4,3494.0,27.6,0,12,High,Safe,Lifestyle
2511,Study,Bookshop,1,19.2,31.4,55.0,12,612.0,22.3,0,14,Low,Safe,Survival
3041,Entertainment,Pharmacy,1,75.9,104.9,86.7,6,3875.0,9.1,1,6,High,Warning,Lifestyle
4408,Entertainment,Pharmacy,1,22.7,45.9,118.3,23,1964.0,3.5,1,13,Low,Critical,Lifestyle
3759,Entertainment,Stationery,2,27.4,26.2,65.4,24,1366.0,25.6,0,8,Low,Safe,Survival
3598,Study,Bookshop,6,80.3,60.7,142.3,25,2661.0,25.4,1,22,Medium,Safe,Lifestyle
741,Study,Bookshop,10,13.9,20.9,125.8,26,965.0,5.3,1,12,Low,Warning,Leakage
2894,Transport,Stationery,11,46.6,41.6,147.9,8,753.0,1.9,0,16,Low,Critical,Lifestyle
4874,Food,Stationery,5,7.2,54.6,132.7,30,3397.0,21.4,0,10,Medium,Safe,Lifestyle
1288,Other,Canteen,11,37.9,112.2,96.3,4,1986.0,21.7,1,18,High,Safe,Lifestyle
3563,Other,Bookshop,2,71.4,105.1,93.8,20,2314.0,5.3,0,16,High,Warning,Lifestyle
224,Food,Bookshop,8,13.6,63.1,28.1,10,1118.0,20.0,0,8,Medium,Safe,Leakage
1772,Transport,Stationery,9,89.4,96.9,111.1,11,715.0,8.4,0,18,High,Warning,Lifestyle
3158,Food,Snack_Bar,7,91.4,78.2,94.0,15,1787.0,7.8,0,11,Medium,Warning,Survival
4436,Food,Snack_Bar,9,15.0,50.9,81.0,5,2272.0,9.7,1,20,Medium,Warning,Survival
1967,Other,Canteen,4,99.1,97.1,107.1,3,3179.0,15.6,0,7,High,Safe,Lifestyle
4943,Transport,Snack_Bar,7,33.3,92.0,72.2,15,2254.0,24.1,1,7,High,Safe,Lifestyle
2435,Study,Snack_Bar,5,13.0,84.3,83.3,2,3239.0,15.0,0,19,Medium,Safe,Survival
400,Other,Snack_Bar,5,5.5,84.2,65.8,2,904.0,8.9,0,7,Medium,Warning,Leakage
3398,Study,Pharmacy,3,43.8,92.0,110.4,25,724.0,26.5,0,10,High,Safe,Lifestyle
456,Transport,Canteen,9,64.8,56.1,132.7,8,1056.0,1.7,0,21,Medium,Critical,Leakage
3947,Food,Stationery,10,36.6,114.3,127.7,22,3202.0,23.9,0,13,High,Safe,Lifestyle
4842,Entertainment,Snack_Bar,5,84.5,29.5,120.0,14,3158.0,23.5,0,13,Low,Safe,Lifestyle
2441,Entertainment,Pharmacy,6,73.1,116.1,11.9,30,995.0,7.6,0,16,High,Warning,Lifestyle
3375,Transport,Snack_Bar,3,38.3,51.1,137.7,30,608.0,5.9,0,18,Medium,Warning,Lifestyle
3806,Entertainment,Pharmacy,10,74.8,25.0,48.5,9,2898.0,26.2,1,20,Low,Safe,Survival
3536,Study,Canteen,7,94.3,82.0,134.3,5,3493.0,16.8,1,9,Medium,Safe,Lifestyle
613,Entertainment,Snack_Bar,9,13.8,55.1,37.6,30,3139.0,1.4,1,13,Medium,Critical,Leakage
2214,Transport,Pharmacy,9,34.1,107.9,71.6,12,1210.0,26.7,1,21,High,Safe,Lifestyle
1581,Transport,Bookshop,10,49.0,61.7,114.9,10,2543.0,10.5,1,21,Medium,Safe,Survival
1298,Study,Bookshop,10,52.3,90.2,99.6,1,3151.0,10.3,0,15,High,Safe,Lifestyle
3626,Entertainment,Pharmacy,5,56.5,47.0,68.2,24,1395.0,19.3,0,7,Low,Safe,Survival
3855,Entertainment,Snack_Bar,7,33.6,35.1,105.0,19,2347.0,19.8,0,21,Low,Safe,Survival
1109,Food,Snack_Bar,3,68.4,56.6,86.9,30,1601.0,10.6,0,9,Medium,Safe,Survival
387,Other,Canteen,6,66.3,82.8,48.6,25,1290.0,4.3,1,13,Medium,Warning,Leakage
4244,Transport,Canteen,8,59.9,88.8,100.5,11,3894.0,16.6,1,13,High,Safe,Lifestyle
3956,Food,Stationery,8,15.8,79.4,38.6,17,3694.0,18.8,1,19,Medium,Safe,Survival
2215,Transport,Canteen,2,50.3,128.6,107.2,3,2060.0,25.8,1,21,High,Safe,Lifestyle
2292,Food,Snack_Bar,6,38.8,92.9,10.4,1,979.0,14.5,0,11,High,Safe,Lifestyle
3844,Other,Stationery,7,51.6,121.8,86.8,17,3048.0,19.4,0,13,High,Safe,Lifestyle
2330,Food,Canteen,7,92.6,24.2,66.1,6,1395.0,1.6,0,9,Low,Critical,Survival
557,Transport,Pharmacy,3,50.7,17.4,52.4,13,1090.0,26.8,1,9,Low,Safe,Survival
2622,Entertainment,Bookshop,9,6.3,47.3,82.2,20,1835.0,9.8,1,12,Low,Warning,Survival
4457,Transport,Canteen,2,46.7,26.4,100.3,26,2354.0,19.0,0,13,Low,Safe,Survival
4745,Study,Canteen,11,83.0,73.1,145.1,4,841.0,27.5,0,14,Medium,Safe,Lifestyle
1697,Study,Pharmacy,3,79.1,72.3,126.6,5,2501.0,24.3,0,6,Medium,Safe,Lifestyle
2358,Study,Snack_Bar,11,53.8,79.0,110.4,15,554.0,19.1,1,22,Medium,Safe,Survival
2755,Study,Pharmacy,2,28.7,99.4,77.1,14,3622.0,21.1,1,12,High,Safe,Lifestyle
2542,Other,Canteen,11,49.2,126.6,64.9,19,3723.0,27.6,0,15,High,Safe,Lifestyle
3151,Entertainment,Snack_Bar,9,58.6,115.4,14.6,15,3066.0,24.4,1,6,High,Safe,Lifestyle
1438,Entertainment,Stationery,4,100.0,24.2,60.3,12,2133.0,18.3,0,19,Low,Safe,Survival
1173,Transport,Canteen,2,66.2,50.6,128.8,18,1392.0,19.8,0,18,Medium,Safe,Lifestyle
4927,Food,Pharmacy,3,71.0,40.7,63.8,14,3104.0,4.4,0,12,Low,Warning,Survival
4165,Transport,Stationery,4,51.7,31.2,74.6,10,3761.0,14.1,1,7,Low,Safe,Survival
1250,Transport,Bookshop,10,38.7,75.4,48.1,8,1055.0,9.0,1,12,Medium,Warning,Survival
3901,Transport,Stationery,6,82.2,76.4,48.4,27,2130.0,13.0,1,15,Medium,Safe,Survival
2980,Transport,Pharmacy,5,52.0,37.3,18.7,23,1603.0,19.9,1,22,Low,Safe,Survival
1788,Entertainment,Stationery,3,99.5,95.4,95.9,26,1749.0,4.5,1,10,High,Warning,Lifestyle
4078,Food,Pharmacy,10,48.4,97.9,72.7,29,1920.0,0.5,0,14,High,Critical,Lifestyle
2568,Transport,Canteen,8,11.5,12.5,94.8,4,3831.0,11.9,0,9,Low,Safe,Survival
636,Entertainment,Snack_Bar,8,69.8,57.5,86.6,18,1405.0,9.7,1,20,Medium,Warning,Leakage
3028,Transport,Bookshop,7,9.4,116.8,121.8,28,2224.0,12.6,1,19,High,Safe,Lifestyle
1756,Study,Snack_Bar,3,28.8,72.4,115.1,25,3830.0,27.9,0,15,Medium,Safe,Lifestyle
4058,Transport,Snack_Bar,1,38.6,51.7,118.0,8,2166.0,21.2,1,21,Medium,Safe,Lifestyle
1504,Transport,Snack_Bar,5,75.3,40.4,79.9,4,3523.0,9.8,1,15,Low,Warning,Survival
2584,Other,Pharmacy,1,52.0,39.2,59.5,11,706.0,5.4,1,14,Low,Warning,Survival
382,Study,Pharmacy,6,7.7,22.0,140.7,5,3836.0,18.6,1,21,Low,Safe,Leakage
1789,Food,Bookshop,11,63.6,108.1,17.6,30,1156.0,19.7,0,10,High,Safe,Lifestyle
1787,Transport,Pharmacy,7,44.1,20.4,31.4,10,3930.0,14.5,1,6,Low,Safe,Survival
859,Food,Pharmacy,5,92.6,45.1,68.7,6,1115.0,6.4,0,6,Low,Warning,Survival
359,Study,Pharmacy,4,52.5,15.5,96.0,29,2055.0,0.9,1,10,Low,Critical,Survival
4153,Transport,Pharmacy,2,72.4,103.8,11.1,4,1580.0,8.0,1,12,High,Warning,Lifestyle
1211,Other,Canteen,5,25.8,14.7,110.7,18,2016.0,13.7,0,20,Low,Safe,Survival
252,Entertainment,Bookshop,9,77.3,47.0,88.2,21,1377.0,23.6,0,16,Low,Safe,Leakage
2507,Other,Pharmacy,4,73.5,78.8,77.9,27,3879.0,25.6,1,17,Medium,Safe,Survival
1428,Other,Bookshop,2,90.9,59.1,69.3,17,1570.0,12.4,0,22,Medium,Safe,Survival
1235,Entertainment,Stationery,6,8.2,43.9,82.7,7,2786.0,23.9,0,22,Low,Safe,Survival
3902,Entertainment,Canteen,8,47.5,43.0,32.7,9,981.0,29.8,0,22,Low,Safe,Survival
4245,Entertainment,Pharmacy,2,69.5,105.7,25.2,3,3385.0,21.5,1,9,High,Safe,Lifestyle
4649,Transport,Canteen,9,14.0,126.9,50.5,22,2399.0,21.9,1,7,High,Safe,Lifestyle
1464,Food,Canteen,7,44.0,51.8,109.3,9,3928.0,27.3,1,15,Medium,Safe,Survival
2084,Food,Stationery,2,94.5,14.7,92.4,27,1982.0,10.1,1,10,Low,Safe,Survival
2009,Entertainment,Bookshop,11,46.4,14.4,77.2,4,1184.0,0.3,0,15,Low,Critical,Survival
3367,Other,Canteen,5,98.6,101.1,90.0,22,1711.0,29.6,1,15,High,Safe,Lifestyle
3997,Study,Snack_Bar,5,10.4,76.3,88.3,30,3079.0,14.7,1,16,Medium,Safe,Survival
2541,Entertainment,Stationery,7,73.2,104.0,53.0,19,2807.0,23.6,1,15,High,Safe,Lifestyle
3614,Other,Snack_Bar,5,60.2,93.7,23.6,9,3224.0,24.4,0,16,High,Safe,Lifestyle
1017,Other,Stationery,11,52.6,118.9,135.5,23,757.0,11.9,0,11,High,Safe,Lifestyle
2637,Transport,Snack_Bar,6,97.2,116.3,94.0,23,2531.0,16.2,1,15,High,Safe,Lifestyle
1088,Transport,Snack_Bar,9,17.3,104.6,107.7,20,3763.0,16.2,0,13,High,Safe,Lifestyle
867,Food,Canteen,3,90.1,67.0,75.0,6,878.0,6.6,0,16,Medium,Warning,Survival
4928,Food,Canteen,3,70.7,47.0,115.9,27,830.0,3.5,1,12,Low,Critical,Lifestyle
2824,Study,Stationery,8,29.6,70.8,91.8,11,3008.0,16.3,0,17,Medium,Safe,Survival
4432,Study,Bookshop,10,90.7,70.2,17.5,24,1603.0,3.6,0,11,Medium,Critical,Survival
4723,Study,Canteen,6,45.8,83.2,134.6,15,2805.0,10.4,1,17,Medium,Safe,Lifestyle
1018,Study,Canteen,10,82.4,32.3,52.8,22,2409.0,5.6,1,10,Low,Warning,Survival
2388,Other,Pharmacy,3,41.9,88.7,29.3,6,3951.0,21.2,0,18,High,Safe,Lifestyle
1306,Other,Canteen,2,85.8,64.8,22.3,20,3612.0,26.2,1,22,Medium,Safe,Survival
2424,Food,Bookshop,2,65.5,84.4,110.9,24,2873.0,17.3,0,14,Medium,Safe,Survival
397,Transport,Pharmacy,2,18.4,38.8,108.6,30,1416.0,12.3,0,22,Low,Safe,Survival
2871,Transport,Snack_Bar,5,66.7,62.1,108.0,10,1417.0,29.9,1,13,Medium,Safe,Survival
3692,Entertainment,Snack_Bar,5,23.2,35.2,138.2,24,3588.0,0.6,0,13,Low,Critical,Lifestyle
2648,Other,Pharmacy,1,44.1,115.0,58.9,25,2549.0,9.1,0,20,High,Warning,Lifestyle
670,Study,Pharmacy,2,21.2,68.6,88.6,22,3262.0,8.4,0,12,Medium,Warning,Survival
2148,Study,Pharmacy,2,7.1,37.0,96.7,18,2075.0,10.7,1,11,Low,Safe,Survival
4099,Entertainment,Stationery,4,25.1,14.9,147.1,16,861.0,6.9,0,21,Low,Warning,Lifestyle
2210,Transport,Bookshop,7,56.0,91.1,53.7,4,1664.0,7.9,0,13,High,Warning,Lifestyle
4000,Study,Bookshop,3,50.7,35.8,143.9,20,1064.0,7.7,0,8,Low,Warning,Lifestyle
4318,Transport,Snack_Bar,5,52.6,128.7,30.8,13,3236.0,15.2,1,15,High,Safe,Lifestyle
3996,Entertainment,Snack_Bar,11,28.5,74.0,117.0,24,2952.0,11.7,1,15,Medium,Safe,Lifestyle
4188,Transport,Snack_Bar,9,70.1,44.7,98.6,5,809.0,19.2,1,7,Low,Safe,Survival
434,Transport,Canteen,5,71.9,88.9,124.4,20,2675.0,15.4,0,14,High,Safe,Leakage
1128,Transport,Snack_Bar,9,39.0,43.0,14.0,24,3559.0,5.5,1,6,Low,Warning,Survival
3807,Study,Pharmacy,1,88.7,108.4,20.9,29,2941.0,24.3,1,15,High,Safe,Lifestyle
722,Food,Snack_Bar,9,66.2,47.0,19.8,19,2289.0,14.2,0,6,Low,Safe,Leakage
3723,Other,Pharmacy,5,72.7,128.6,93.0,18,1592.0,4.6,1,17,High,Warning,Lifestyle
4726,Transport,Stationery,8,31.3,82.6,94.4,20,3605.0,5.0,0,10,Medium,Warning,Survival
1829,Transport,Canteen,5,5.1,111.3,136.9,27,1980.0,23.9,0,16,High,Safe,Lifestyle
4828,Transport,Canteen,6,87.2,18.7,75.5,17,3494.0,21.1,0,19,Low,Safe,Survival
1516,Food,Bookshop,8,83.1,51.8,19.5,16,3240.0,15.2,0,20,Medium,Safe,Survival
3057,Entertainment,Stationery,2,16.7,98.5,39.3,1,3357.0,9.2,0,7,High,Warning,Lifestyle
1324,Study,Pharmacy,3,40.5,88.6,11.1,21,3964.0,13.8,1,9,High,Safe,Lifestyle
2787,Food,Stationery,11,67.8,33.3,118.7,29,3121.0,19.1,0,18,Low,Safe,Lifestyle
1223,Transport,Canteen,9,67.0,52.7,124.2,27,619.0,26.4,0,18,Medium,Safe,Lifestyle
1578,Food,Pharmacy,5,86.7,41.6,149.7,1,1219.0,16.7,0,17,Low,Safe,Lifestyle
3574,Food,Stationery,5,18.3,83.6,67.7,30,623.0,8.3,0,7,Medium,Warning,Survival
1719,Food,Canteen,9,45.8,51.3,12.7,20,1165.0,1.3,0,10,Medium,Critical,Survival
426,Entertainment,Pharmacy,10,14.2,47.1,42.9,24,715.0,5.3,0,8,Low,Warning,Leakage
1091,Other,Pharmacy,3,42.0,34.9,92.3,14,2256.0,19.5,0,9,Low,Safe,Survival
4272,Study,Canteen,4,6.4,59.1,144.7,24,599.0,4.8,1,17,Medium,Warning,Lifestyle
2457,Entertainment,Pharmacy,7,90.3,33.5,24.5,2,2154.0,14.4,1,8,Low,Safe,Survival
2988,Entertainment,Canteen,2,55.1,125.5,27.0,15,3646.0,21.0,1,16,High,Safe,Lifestyle
596,Other,Snack_Bar,8,85.7,28.5,108.2,29,3120.0,9.2,0,19,Low,Warning,Leakage
2278,Entertainment,Snack_Bar,5,10.7,119.6,103.4,3,3804.0,20.1,1,8,High,Safe,Lifestyle
4944,Food,Pharmacy,1,26.6,61.4,45.1,30,1293.0,17.4,1,10,Medium,Safe,Survival
4624,Food,Pharmacy,3,29.6,55.3,123.8,13,2359.0,13.2,0,12,Medium,Safe,Lifestyle
3437,Transport,Canteen,9,41.7,37.8,28.0,19,1615.0,26.9,1,22,Low,Safe,Survival
4093,Entertainment,Pharmacy,5,81.3,86.3,139.6,1,2228.0,20.8,0,8,High,Safe,Lifestyle
2205,Transport,Bookshop,8,41.7,92.3,38.1,13,2450.0,10.8,0,6,High,Safe,Lifestyle
2216,Study,Snack_Bar,1,24.4,66.1,21.4,15,627.0,24.1,0,13,Medium,Safe,Survival
3371,Food,Pharmacy,7,11.2,16.7,57.5,16,1316.0,22.1,0,10,Low,Safe,Survival
2868,Study,Pharmacy,7,12.6,120.2,36.3,30,2967.0,23.8,1,8,High,Safe,Lifestyle
2078,Other,Stationery,8,77.2,127.6,83.8,11,3205.0,19.2,0,22,High,Safe,Lifestyle
1396,Food,Pharmacy,3,47.3,61.7,106.2,3,2493.0,11.4,1,18,Medium,Safe,Survival
1972,Study,Bookshop,1,74.0,83.6,78.7,8,1448.0,10.5,1,18,Medium,Safe,Survival
361,Other,Snack_Bar,11,69.8,64.0,102.5,6,1918.0,19.6,0,9,Medium,Safe,Leakage
4176,Study,Stationery,9,17.9,48.6,61.1,5,836.0,3.9,1,11,Low,Critical,Survival
1951,Other,Canteen,1,18.6,19.3,13.9,26,3836.0,24.6,0,7,Low,Safe,Survival
975,Other,Canteen,11,76.8,64.7,146.4,28,3540.0,11.1,0,20,Medium,Safe,Lifestyle
1139,Food,Snack_Bar,6,73.5,108.2,124.7,15,730.0,18.9,0,7,High,Safe,Lifestyle
3420,Transport,Canteen,9,40.9,12.0,20.3,9,1083.0,15.0,1,21,Low,Safe,Survival
739,Other,Bookshop,2,12.4,79.9,72.9,30,2534.0,15.6,0,16,Medium,Safe,Survival
1661,Other,Pharmacy,4,6.1,115.7,98.9,23,1314.0,22.1,1,22,High,Safe,Lifestyle
555,Food,Snack_Bar,2,32.4,36.1,36.7,22,3770.0,18.8,1,6,Low,Safe,Survival
3804,Transport,Stationery,4,5.9,32.0,90.9,5,3145.0,7.5,0,18,Low,Warning,Survival
3523,Entertainment,Pharmacy,2,26.9,102.7,84.7,21,1457.0,2.2,0,13,High,Critical,Lifestyle
434,Entertainment,Canteen,1,44.9,40.6,39.2,10,521.0,25.2,1,8,Low,Safe,Survival
1748,Transport,Canteen,11,16.5,33.0,29.8,25,3298.0,26.5,1,19,Low,Safe,Survival
2296,Study,Stationery,3,14.9,55.4,116.3,29,1984.0,4.9,0,19,Medium,Warning,Lifestyle
4413,Food,Bookshop,8,90.2,57.1,55.2,26,2748.0,9.3,0,19,Medium,Warning,Survival
2301,Transport,Stationery,5,60.6,114.9,44.2,6,1504.0,8.5,0,16,High,Warning,Lifestyle
1873,Entertainment,Snack_Bar,4,93.8,84.2,113.3,28,1000.0,28.1,0,17,Medium,Safe,Survival
2300,Other,Stationery,5,37.9,58.7,113.0,11,2864.0,6.1,0,6,Medium,Warning,Survival
3857,Entertainment,Canteen,6,69.3,74.1,48.7,4,2076.0,5.0,1,6,Medium,Warning,Survival
4853,Other,Bookshop,6,24.4,124.5,132.2,20,1323.0,5.5,1,19,High,Warning,Lifestyle
3796,Food,Bookshop,5,63.7,23.6,106.4,12,982.0,21.9,1,7,Low,Safe,Survival
3948,Other,Stationery,11,17.3,34.9,58.4,20,2532.0,26.6,0,9,Low,Safe,Survival
3373,Transport,Snack_Bar,6,5.2,125.5,69.8,27,3039.0,11.8,0,9,High,Safe,Lifestyle
2015,Other,Canteen,9,93.5,124.9,111.7,6,1494.0,4.1,0,22,High,Warning,Lifestyle
4041,Study,Pharmacy,5,57.7,31.3,39.6,1,3073.0,17.6,0,21,Low,Safe,Survival
2205,Transport,Bookshop,6,93.1,27.4,75.6,25,1141.0,6.3,1,21,Low,Warning,Survival
4693,Food,Stationery,4,36.7,60.5,101.5,30,1684.0,1.9,1,14,Medium,Critical,Survival
